observation,age,value,region,sex
DsFreeSus -> Diabetes,25_29,0.0007,Tropical Latin America,F
DsFreeSus -> Diabetes,30_39,0.0016,Tropical Latin America,F
DsFreeSus -> Diabetes,40_49,0.0025,Tropical Latin America,F
DsFreeSus -> Diabetes,50_59,0.0024,Tropical Latin America,F
DsFreeSus -> Diabetes,60_69,0.0015,Tropical Latin America,F
DsFreeSus -> Diabetes,70_79,0.0059,Tropical Latin America,F
DsFreeSus -> Diabetes,80_100,0.0132,Tropical Latin America,F
Diabetes -> Disability,0_4,0.031,Tropical Latin America,F
Diabetes -> Disability,5_9,0.031,Tropical Latin America,F
Diabetes -> Disability,10_14,0.031,Tropical Latin America,F
Diabetes -> Disability,15_19,0.031,Tropical Latin America,F
Diabetes -> Disability,20_24,0.031,Tropical Latin America,F
Diabetes -> Disability,25_29,0.031,Tropical Latin America,F
Diabetes -> Disability,30_39,0.031,Tropical Latin America,F
Diabetes -> Disability,40_49,0.031,Tropical Latin America,F
Diabetes -> Disability,50_59,0.031,Tropical Latin America,F
Diabetes -> Disability,60_69,0.031,Tropical Latin America,F
Diabetes -> Disability,70_79,0.031,Tropical Latin America,F
Diabetes -> Disability,80_100,0.031,Tropical Latin America,F
Diabetes -> Deceased,0_4,0.0,Tropical Latin America,F
Diabetes -> Deceased,5_9,0.0,Tropical Latin America,F
Diabetes -> Deceased,10_14,0.0,Tropical Latin America,F
Diabetes -> Deceased,15_19,0.0,Tropical Latin America,F
Diabetes -> Deceased,20_24,6.108101174587856e-05,Tropical Latin America,F
Diabetes -> Deceased,25_29,0.0003664860704752713,Tropical Latin America,F
Diabetes -> Deceased,30_39,0.0010383771996799354,Tropical Latin America,F
Diabetes -> Deceased,40_49,0.0021378354111057495,Tropical Latin America,F
Diabetes -> Deceased,50_59,0.004153508798719742,Tropical Latin America,F
Diabetes -> Deceased,60_69,0.0059248581393502205,Tropical Latin America,F
Diabetes -> Deceased,70_79,0.010322690985053475,Tropical Latin America,F
Diabetes -> Deceased,80_100,0.023149703451687976,Tropical Latin America,F
Diabetes -> DiabeticRetinopathy,0_4,0.0,Tropical Latin America,F
Diabetes -> DiabeticRetinopathy,5_9,0.0,Tropical Latin America,F
Diabetes -> DiabeticRetinopathy,10_14,0.03482262655648488,Tropical Latin America,F
Diabetes -> DiabeticRetinopathy,15_19,0.03768847489820079,Tropical Latin America,F
Diabetes -> DiabeticRetinopathy,20_24,0.006330614567526555,Tropical Latin America,F
Diabetes -> DiabeticRetinopathy,25_29,0.00046621785427894744,Tropical Latin America,F
Diabetes -> DiabeticRetinopathy,30_39,0.00046871338176704945,Tropical Latin America,F
Diabetes -> DiabeticRetinopathy,40_49,0.003919199685146032,Tropical Latin America,F
Diabetes -> DiabeticRetinopathy,50_59,0.007485992687951717,Tropical Latin America,F
Diabetes -> DiabeticRetinopathy,60_69,0.013331686084349443,Tropical Latin America,F
Diabetes -> DiabeticRetinopathy,70_79,0.010325116698059127,Tropical Latin America,F
Diabetes -> DiabeticRetinopathy,80_100,0.010268397972938386,Tropical Latin America,F
Diabetes -> LowerExtrmAmpt,0_4,0.0,Tropical Latin America,F
Diabetes -> LowerExtrmAmpt,5_9,0.0,Tropical Latin America,F
Diabetes -> LowerExtrmAmpt,10_14,5.0158626656802136e-05,Tropical Latin America,F
Diabetes -> LowerExtrmAmpt,15_19,0.0009757112935329856,Tropical Latin America,F
Diabetes -> LowerExtrmAmpt,20_24,0.00310603186646434,Tropical Latin America,F
Diabetes -> LowerExtrmAmpt,25_29,0.005892993678085896,Tropical Latin America,F
Diabetes -> LowerExtrmAmpt,30_39,0.005530209186173564,Tropical Latin America,F
Diabetes -> LowerExtrmAmpt,40_49,0.0009665284604190121,Tropical Latin America,F
Diabetes -> LowerExtrmAmpt,50_59,0.0005760911021851566,Tropical Latin America,F
Diabetes -> LowerExtrmAmpt,60_69,0.0055771144168848905,Tropical Latin America,F
Diabetes -> LowerExtrmAmpt,70_79,0.012850708377692244,Tropical Latin America,F
Diabetes -> LowerExtrmAmpt,80_100,0.014046103707748222,Tropical Latin America,F
Diabetes -> DiabeticNephropathy,0_4,0.0,Tropical Latin America,F
Diabetes -> DiabeticNephropathy,5_9,0.0,Tropical Latin America,F
Diabetes -> DiabeticNephropathy,10_14,0.014,Tropical Latin America,F
Diabetes -> DiabeticNephropathy,15_19,0.014,Tropical Latin America,F
Diabetes -> DiabeticNephropathy,20_24,0.014,Tropical Latin America,F
Diabetes -> DiabeticNephropathy,25_29,0.014,Tropical Latin America,F
Diabetes -> DiabeticNephropathy,30_39,0.014,Tropical Latin America,F
Diabetes -> DiabeticNephropathy,40_49,0.014,Tropical Latin America,F
Diabetes -> DiabeticNephropathy,50_59,0.014,Tropical Latin America,F
Diabetes -> DiabeticNephropathy,60_69,0.014,Tropical Latin America,F
Diabetes -> DiabeticNephropathy,70_79,0.014,Tropical Latin America,F
Diabetes -> DiabeticNephropathy,80_100,0.014,Tropical Latin America,F
Prevalence -> Diabetes,0_4,0.006147,Tropical Latin America,F
Prevalence -> Diabetes,5_9,0.006147,Tropical Latin America,F
Prevalence -> Diabetes,10_14,0.006147,Tropical Latin America,F
Prevalence -> Diabetes,15_19,0.006215300000000001,Tropical Latin America,F
Prevalence -> Diabetes,20_24,0.0065568,Tropical Latin America,F
Prevalence -> Diabetes,25_29,0.008059400000000001,Tropical Latin America,F
Prevalence -> Diabetes,30_39,0.0142747,Tropical Latin America,F
Prevalence -> Diabetes,40_49,0.027661500000000002,Tropical Latin America,F
Prevalence -> Diabetes,50_59,0.0426192,Tropical Latin America,F
Prevalence -> Diabetes,60_69,0.051225,Tropical Latin America,F
Prevalence -> Diabetes,70_79,0.060240600000000005,Tropical Latin America,F
Prevalence -> Diabetes,80_100,0.11358290000000001,Tropical Latin America,F
DiabeticRetinopathy -> Disability,0_4,0.338,Tropical Latin America,F
DiabeticRetinopathy -> Disability,5_9,0.338,Tropical Latin America,F
DiabeticRetinopathy -> Disability,10_14,0.338,Tropical Latin America,F
DiabeticRetinopathy -> Disability,15_19,0.338,Tropical Latin America,F
DiabeticRetinopathy -> Disability,20_24,0.338,Tropical Latin America,F
DiabeticRetinopathy -> Disability,25_29,0.338,Tropical Latin America,F
DiabeticRetinopathy -> Disability,30_39,0.338,Tropical Latin America,F
DiabeticRetinopathy -> Disability,40_49,0.338,Tropical Latin America,F
DiabeticRetinopathy -> Disability,50_59,0.338,Tropical Latin America,F
DiabeticRetinopathy -> Disability,60_69,0.338,Tropical Latin America,F
DiabeticRetinopathy -> Disability,70_79,0.338,Tropical Latin America,F
DiabeticRetinopathy -> Disability,80_100,0.338,Tropical Latin America,F
DiabeticRetinopathy -> Deceased,0_4,0.0,Tropical Latin America,F
DiabeticRetinopathy -> Deceased,5_9,0.0,Tropical Latin America,F
DiabeticRetinopathy -> Deceased,10_14,0.0,Tropical Latin America,F
DiabeticRetinopathy -> Deceased,15_19,0.0,Tropical Latin America,F
DiabeticRetinopathy -> Deceased,20_24,0.0001,Tropical Latin America,F
DiabeticRetinopathy -> Deceased,25_29,0.0008,Tropical Latin America,F
DiabeticRetinopathy -> Deceased,30_39,0.0032,Tropical Latin America,F
DiabeticRetinopathy -> Deceased,40_49,0.0069,Tropical Latin America,F
DiabeticRetinopathy -> Deceased,50_59,0.0137,Tropical Latin America,F
DiabeticRetinopathy -> Deceased,60_69,0.0198,Tropical Latin America,F
DiabeticRetinopathy -> Deceased,70_79,0.0333,Tropical Latin America,F
DiabeticRetinopathy -> Deceased,80_100,0.0726,Tropical Latin America,F
Prevalence -> DiabeticRetinopathy,0_4,0.0002,Tropical Latin America,F
Prevalence -> DiabeticRetinopathy,5_9,0.0,Tropical Latin America,F
Prevalence -> DiabeticRetinopathy,10_14,0.0015,Tropical Latin America,F
Prevalence -> DiabeticRetinopathy,15_19,0.0033,Tropical Latin America,F
Prevalence -> DiabeticRetinopathy,20_24,0.0043,Tropical Latin America,F
Prevalence -> DiabeticRetinopathy,25_29,0.0044,Tropical Latin America,F
Prevalence -> DiabeticRetinopathy,30_39,0.0044,Tropical Latin America,F
Prevalence -> DiabeticRetinopathy,40_49,0.0048,Tropical Latin America,F
Prevalence -> DiabeticRetinopathy,50_59,0.0071,Tropical Latin America,F
Prevalence -> DiabeticRetinopathy,60_69,0.0128,Tropical Latin America,F
Prevalence -> DiabeticRetinopathy,70_79,0.0184,Tropical Latin America,F
Prevalence -> DiabeticRetinopathy,80_100,0.0213,Tropical Latin America,F
LowerExtrmAmpt -> Disability,0_4,0.164,Tropical Latin America,F
LowerExtrmAmpt -> Disability,5_9,0.164,Tropical Latin America,F
LowerExtrmAmpt -> Disability,10_14,0.164,Tropical Latin America,F
LowerExtrmAmpt -> Disability,15_19,0.164,Tropical Latin America,F
LowerExtrmAmpt -> Disability,20_24,0.164,Tropical Latin America,F
LowerExtrmAmpt -> Disability,25_29,0.164,Tropical Latin America,F
LowerExtrmAmpt -> Disability,30_39,0.164,Tropical Latin America,F
LowerExtrmAmpt -> Disability,40_49,0.164,Tropical Latin America,F
LowerExtrmAmpt -> Disability,50_59,0.164,Tropical Latin America,F
LowerExtrmAmpt -> Disability,60_69,0.164,Tropical Latin America,F
LowerExtrmAmpt -> Disability,70_79,0.164,Tropical Latin America,F
LowerExtrmAmpt -> Disability,80_100,0.164,Tropical Latin America,F
LowerExtrmAmpt -> Deceased,0_4,0.0,Tropical Latin America,F
LowerExtrmAmpt -> Deceased,5_9,0.0,Tropical Latin America,F
LowerExtrmAmpt -> Deceased,10_14,0.0,Tropical Latin America,F
LowerExtrmAmpt -> Deceased,15_19,0.0,Tropical Latin America,F
LowerExtrmAmpt -> Deceased,20_24,0.0002,Tropical Latin America,F
LowerExtrmAmpt -> Deceased,25_29,0.0009,Tropical Latin America,F
LowerExtrmAmpt -> Deceased,30_39,0.0034,Tropical Latin America,F
LowerExtrmAmpt -> Deceased,40_49,0.0069,Tropical Latin America,F
LowerExtrmAmpt -> Deceased,50_59,0.0136,Tropical Latin America,F
LowerExtrmAmpt -> Deceased,60_69,0.0203,Tropical Latin America,F
LowerExtrmAmpt -> Deceased,70_79,0.034,Tropical Latin America,F
LowerExtrmAmpt -> Deceased,80_100,0.0752,Tropical Latin America,F
Prevalence -> LowerExtrmAmpt,0_4,0.0,Tropical Latin America,F
Prevalence -> LowerExtrmAmpt,5_9,0.0,Tropical Latin America,F
Prevalence -> LowerExtrmAmpt,10_14,0.0,Tropical Latin America,F
Prevalence -> LowerExtrmAmpt,15_19,0.0,Tropical Latin America,F
Prevalence -> LowerExtrmAmpt,20_24,0.0001,Tropical Latin America,F
Prevalence -> LowerExtrmAmpt,25_29,0.0003,Tropical Latin America,F
Prevalence -> LowerExtrmAmpt,30_39,0.0011,Tropical Latin America,F
Prevalence -> LowerExtrmAmpt,40_49,0.0018,Tropical Latin America,F
Prevalence -> LowerExtrmAmpt,50_59,0.0019,Tropical Latin America,F
Prevalence -> LowerExtrmAmpt,60_69,0.0034,Tropical Latin America,F
Prevalence -> LowerExtrmAmpt,70_79,0.0087,Tropical Latin America,F
Prevalence -> LowerExtrmAmpt,80_100,0.0206,Tropical Latin America,F
Disability -> Disability,0_4,0.0,Tropical Latin America,F
Disability -> Disability,5_9,0.0,Tropical Latin America,F
Disability -> Disability,10_14,0.0,Tropical Latin America,F
Disability -> Disability,15_19,0.0,Tropical Latin America,F
Disability -> Disability,20_24,0.0,Tropical Latin America,F
Disability -> Disability,25_29,0.0,Tropical Latin America,F
Disability -> Disability,30_39,0.0,Tropical Latin America,F
Disability -> Disability,40_49,0.0,Tropical Latin America,F
Disability -> Disability,50_59,0.0,Tropical Latin America,F
Disability -> Disability,60_69,0.0,Tropical Latin America,F
Disability -> Disability,70_79,0.0,Tropical Latin America,F
Disability -> Disability,80_100,0.0,Tropical Latin America,F
StdGlycControl -> DiabeticRetinopathy,0_4,-75.0,Tropical Latin America,F
StdGlycControl -> DiabeticRetinopathy,5_9,-75.0,Tropical Latin America,F
StdGlycControl -> DiabeticRetinopathy,10_14,-75.0,Tropical Latin America,F
StdGlycControl -> DiabeticRetinopathy,15_19,-75.0,Tropical Latin America,F
StdGlycControl -> DiabeticRetinopathy,20_24,-75.0,Tropical Latin America,F
StdGlycControl -> DiabeticRetinopathy,25_29,-75.0,Tropical Latin America,F
StdGlycControl -> DiabeticRetinopathy,30_39,-75.0,Tropical Latin America,F
StdGlycControl -> DiabeticRetinopathy,40_49,-75.0,Tropical Latin America,F
StdGlycControl -> DiabeticRetinopathy,50_59,-75.0,Tropical Latin America,F
StdGlycControl -> DiabeticRetinopathy,60_69,-75.0,Tropical Latin America,F
StdGlycControl -> DiabeticRetinopathy,70_79,-75.0,Tropical Latin America,F
StdGlycControl -> DiabeticRetinopathy,80_100,-75.0,Tropical Latin America,F
StdGlycControl -> LowerExtrmAmpt,0_4,-28.6,Tropical Latin America,F
StdGlycControl -> LowerExtrmAmpt,5_9,-28.6,Tropical Latin America,F
StdGlycControl -> LowerExtrmAmpt,10_14,-28.6,Tropical Latin America,F
StdGlycControl -> LowerExtrmAmpt,15_19,-28.6,Tropical Latin America,F
StdGlycControl -> LowerExtrmAmpt,20_24,-28.6,Tropical Latin America,F
StdGlycControl -> LowerExtrmAmpt,25_29,-28.6,Tropical Latin America,F
StdGlycControl -> LowerExtrmAmpt,30_39,-28.6,Tropical Latin America,F
StdGlycControl -> LowerExtrmAmpt,40_49,-28.6,Tropical Latin America,F
StdGlycControl -> LowerExtrmAmpt,50_59,-28.6,Tropical Latin America,F
StdGlycControl -> LowerExtrmAmpt,60_69,-28.6,Tropical Latin America,F
StdGlycControl -> LowerExtrmAmpt,70_79,-28.6,Tropical Latin America,F
StdGlycControl -> LowerExtrmAmpt,80_100,-28.6,Tropical Latin America,F
StdGlycControl -> DiabeticNephropathy,0_4,-39.0,Tropical Latin America,F
StdGlycControl -> DiabeticNephropathy,5_9,-39.0,Tropical Latin America,F
StdGlycControl -> DiabeticNephropathy,10_14,-39.0,Tropical Latin America,F
StdGlycControl -> DiabeticNephropathy,15_19,-39.0,Tropical Latin America,F
StdGlycControl -> DiabeticNephropathy,20_24,-39.0,Tropical Latin America,F
StdGlycControl -> DiabeticNephropathy,25_29,-39.0,Tropical Latin America,F
StdGlycControl -> DiabeticNephropathy,30_39,-39.0,Tropical Latin America,F
StdGlycControl -> DiabeticNephropathy,40_49,-39.0,Tropical Latin America,F
StdGlycControl -> DiabeticNephropathy,50_59,-39.0,Tropical Latin America,F
StdGlycControl -> DiabeticNephropathy,60_69,-39.0,Tropical Latin America,F
StdGlycControl -> DiabeticNephropathy,70_79,-39.0,Tropical Latin America,F
StdGlycControl -> DiabeticNephropathy,80_100,-39.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,0_4,-65.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,5_9,-65.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,10_14,-65.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,15_19,-65.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,20_24,-65.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,25_29,-65.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,30_39,-65.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,40_49,-65.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,50_59,-65.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,60_69,-65.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,70_79,-65.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticRetinopathy,80_100,-65.0,Tropical Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,0_4,-15.1,Tropical Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,5_9,-15.1,Tropical Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,10_14,-15.1,Tropical Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,15_19,-15.1,Tropical Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,20_24,-15.1,Tropical Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,25_29,-15.1,Tropical Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,30_39,-15.1,Tropical Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,40_49,-15.1,Tropical Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,50_59,-15.1,Tropical Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,60_69,-15.1,Tropical Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,70_79,-15.1,Tropical Latin America,F
IntsvGlycControl -> LowerExtrmAmpt,80_100,-15.1,Tropical Latin America,F
IntsvGlycControl -> DiabeticNephropathy,0_4,-39.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticNephropathy,5_9,-39.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticNephropathy,10_14,-39.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticNephropathy,15_19,-39.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticNephropathy,20_24,-39.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticNephropathy,25_29,-39.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticNephropathy,30_39,-39.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticNephropathy,40_49,-39.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticNephropathy,50_59,-39.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticNephropathy,60_69,-39.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticNephropathy,70_79,-39.0,Tropical Latin America,F
IntsvGlycControl -> DiabeticNephropathy,80_100,-39.0,Tropical Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,0_4,-20.0,Tropical Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,5_9,-20.0,Tropical Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,10_14,-20.0,Tropical Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,15_19,-20.0,Tropical Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,20_24,-20.0,Tropical Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,25_29,-20.0,Tropical Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,30_39,-20.0,Tropical Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,40_49,-20.0,Tropical Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,50_59,-20.0,Tropical Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,60_69,-20.0,Tropical Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,70_79,-20.0,Tropical Latin America,F
RetinopathyScrn -> DiabeticRetinopathy,80_100,-20.0,Tropical Latin America,F
NeuropathyScr -> LowerExtrmAmpt,0_4,-35.0,Tropical Latin America,F
NeuropathyScr -> LowerExtrmAmpt,5_9,-35.0,Tropical Latin America,F
NeuropathyScr -> LowerExtrmAmpt,10_14,-35.0,Tropical Latin America,F
NeuropathyScr -> LowerExtrmAmpt,15_19,-35.0,Tropical Latin America,F
NeuropathyScr -> LowerExtrmAmpt,20_24,-35.0,Tropical Latin America,F
NeuropathyScr -> LowerExtrmAmpt,25_29,-35.0,Tropical Latin America,F
NeuropathyScr -> LowerExtrmAmpt,30_39,-35.0,Tropical Latin America,F
NeuropathyScr -> LowerExtrmAmpt,40_49,-35.0,Tropical Latin America,F
NeuropathyScr -> LowerExtrmAmpt,50_59,-35.0,Tropical Latin America,F
NeuropathyScr -> LowerExtrmAmpt,60_69,-35.0,Tropical Latin America,F
NeuropathyScr -> LowerExtrmAmpt,70_79,-35.0,Tropical Latin America,F
NeuropathyScr -> LowerExtrmAmpt,80_100,-35.0,Tropical Latin America,F
NephropathyScr -> DiabeticNephropathy,0_4,-24.0,Tropical Latin America,F
NephropathyScr -> DiabeticNephropathy,5_9,-24.0,Tropical Latin America,F
NephropathyScr -> DiabeticNephropathy,10_14,-24.0,Tropical Latin America,F
NephropathyScr -> DiabeticNephropathy,15_19,-24.0,Tropical Latin America,F
NephropathyScr -> DiabeticNephropathy,20_24,-24.0,Tropical Latin America,F
NephropathyScr -> DiabeticNephropathy,25_29,-24.0,Tropical Latin America,F
NephropathyScr -> DiabeticNephropathy,30_39,-24.0,Tropical Latin America,F
NephropathyScr -> DiabeticNephropathy,40_49,-24.0,Tropical Latin America,F
NephropathyScr -> DiabeticNephropathy,50_59,-24.0,Tropical Latin America,F
NephropathyScr -> DiabeticNephropathy,60_69,-24.0,Tropical Latin America,F
NephropathyScr -> DiabeticNephropathy,70_79,-24.0,Tropical Latin America,F
NephropathyScr -> DiabeticNephropathy,80_100,-24.0,Tropical Latin America,F
DiabeticNephropathy -> Disability,0_4,0.338,Tropical Latin America,F
DiabeticNephropathy -> Disability,5_9,0.338,Tropical Latin America,F
DiabeticNephropathy -> Disability,10_14,0.338,Tropical Latin America,F
